dataset_file_name,dataset_google_id,start_year,end_year,n_years_observed,study_duration,organism_count_type,variability_type,standardization_method,metric,metric_value
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,beta_div_cv,0.09556817918888856
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,gamma_div_mean,49.05555555555556
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,gamma_div_cv,0.1139231228483243
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,agg,NA,gamma_var,0.2814369760599189
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,agg,NA,alpha_var,0.5207009554473285
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,agg,NA,phi_var,0.5404963695872989
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,agg,NA,gamma_var_rate,0.016555116238818758
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,agg,NA,alpha_var_rate,0.030629467967489915
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,com,h,gamma_var,0.010651971386896567
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,com,h,alpha_var,0.03712351632464573
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,com,h,phi_var,0.28693325529146835
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,com,h,gamma_var_rate,6.265865521703863e-4
L3-sbc-sessileInverts-castorani.csv,14OQ6ns8-7ixyMuQaUEzVC32lFOarVTk1,2001,2018,18,17,g dry per m2,com,h,alpha_var_rate,0.0021837362543909253
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,alpha_div_mean,12.135802469135802
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,alpha_div_cv,0.1920390387898523
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,beta_div_mean,2.944590938046286
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,beta_div_cv,0.14947092223303232
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,gamma_div_mean,35.111111111111114
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,gamma_div_cv,0.14118990105489637
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,agg,NA,gamma_var,0.23395712489107276
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,agg,NA,alpha_var,1.3027459021124739
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,agg,NA,phi_var,0.17958768821433133
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,agg,NA,gamma_var_rate,0.013762183817121926
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,agg,NA,alpha_var_rate,0.07663211188896905
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,com,h,gamma_var,0.3574667501579737
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,com,h,alpha_var,0.5370836150559173
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,com,h,phi_var,0.66557001579867
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,com,h,gamma_var_rate,0.02102745589164551
L3-sbc-fish-castorani.csv,18Ydt97RzhD99-ZBrBgsn3EpYTVQpufaw,2001,2018,18,17,g dry per m2,com,h,alpha_var_rate,0.03159315382681866
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,divpart_time_series,q_order_0,alpha_div_mean,29.048076923076923
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,divpart_time_series,q_order_0,alpha_div_cv,0.1835773697105675
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,divpart_time_series,q_order_0,beta_div_mean,2.6128945396161765
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,divpart_time_series,q_order_0,beta_div_cv,0.12344760035408002
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,divpart_time_series,q_order_0,gamma_div_mean,74.61538461538463
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,divpart_time_series,q_order_0,gamma_div_cv,0.10798692268184332
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,agg,NA,gamma_var,0.2208282503223457
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,agg,NA,alpha_var,0.345907141187429
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,agg,NA,phi_var,0.6384032707861629
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,agg,NA,gamma_var_rate,0.01840235419352881
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,agg,NA,alpha_var_rate,0.028825595098952415
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,com,h,gamma_var,0.31024986341555205
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,com,h,alpha_var,0.3425008737806392
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,com,h,phi_var,0.9058367063152578
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,com,h,gamma_var_rate,0.025854155284629338
L3-sev-plants-compagnoni.csv,1ydH1raYgsam0S29Uom2NJ1MkYM_TfUtr,2003,2015,13,12,count,com,h,alpha_var_rate,0.028541739481719935
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,alpha_div_mean,12.69753086419753
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,alpha_div_cv,0.08625169741859809
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,beta_div_mean,2.224703997949507
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,beta_div_cv,0.08492003000452142
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,gamma_div_mean,28.11111111111111
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,gamma_div_cv,0.06670638576706012
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,agg,NA,gamma_var,0.1985964468933521
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,agg,NA,alpha_var,0.3788353426830948
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,agg,NA,phi_var,0.5242289314581796
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,agg,NA,gamma_var_rate,0.011682143934903064
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,agg,NA,alpha_var_rate,0.02228443192253499
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,com,h,gamma_var,0.10189113673270866
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,com,h,alpha_var,0.18628783067302446
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,com,h,phi_var,0.5469554096185151
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,com,h,gamma_var_rate,0.005993596278394627
L3-sbc-mobileInverts-castorani.csv,1RW10vEIA0Xy6w8asqKbd3dM3jgobb-5_,2001,2018,18,17,g dry per m2,com,h,alpha_var_rate,0.010958107686648497
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,alpha_div_mean,17.830065359477125
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,alpha_div_cv,0.09389264015889244
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,beta_div_mean,2.3051052520581146
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,beta_div_cv,0.07813760242647826
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,gamma_div_mean,41.388888888888886
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,divpart_time_series,q_order_0,gamma_div_cv,0.12462190809553711
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,agg,NA,gamma_var,0.045451941050392304
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,agg,NA,alpha_var,0.23589770453669662
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,agg,NA,phi_var,0.19267648720728323
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,agg,NA,gamma_var_rate,0.0026736435911995475
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,agg,NA,alpha_var_rate,0.013876335560982153
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,com,h,gamma_var,0.05453268176610081
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,com,h,alpha_var,0.16240319159926722
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,com,h,phi_var,0.33578577630827094
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,com,h,gamma_var_rate,0.003207804809770636
L3-sbc-algae-castorani.csv,1aNi0QdQMdPxwUJjvkAwoUKBtwkYfzBHC,2001,2018,18,17,g dry per m2,com,h,alpha_var_rate,0.009553128917603954
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_0,alpha_div_mean,11.25438596491228
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_0,alpha_div_cv,0.24001843657669944
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_0,beta_div_mean,2.840752952828736
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_0,beta_div_cv,0.1492767068511179
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_0,gamma_div_mean,31.055555555555554
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),divpart_time_series,q_order_0,gamma_div_cv,0.1197068014178664
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),agg,NA,gamma_var,0.3816088401560951
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),agg,NA,alpha_var,0.6259349220938164
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),agg,NA,phi_var,0.6096621656442724
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),agg,NA,gamma_var_rate,0.022447578832711475
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),agg,NA,alpha_var_rate,0.03681970129963626
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),com,h,gamma_var,0.13770141702454855
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),com,h,alpha_var,0.24532176891432636
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),com,h,phi_var,0.5613094085940574
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),com,h,gamma_var_rate,0.00810008335438521
L3-cdr-grasshopper-compagnoni.csv,1_9qsfrhtrFf0UP7WS5HGrz7XeRbLuZ58,1989,2006,18,17,COUNT (monthly sum),com,h,alpha_var_rate,0.01443069228907802
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,alpha_div_mean,16.076923076923077
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,alpha_div_cv,0.11854919256234851
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,beta_div_mean,1.3262887628427558
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,beta_div_cv,0.07716511267721946
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,gamma_div_mean,21.307692307692307
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,gamma_div_cv,0.13464300504672583
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,agg,NA,gamma_var,0.34875001552662205
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,agg,NA,alpha_var,0.37193851689632407
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,agg,NA,phi_var,0.9376550146965131
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,agg,NA,gamma_var_rate,0.02906250129388517
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,agg,NA,alpha_var_rate,0.030994876408027006
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,com,h,gamma_var,0.2515237972327788
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,com,h,alpha_var,0.2973831973367234
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,com,h,phi_var,0.8457902110319347
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,com,h,gamma_var_rate,0.0209603164360649
L3-mcr-coral-castorani.csv,1Ld6_kkQNKKoojVGTB1FAWXiVCIXctTKW,2005,2017,13,12,mean.percent.cover.per.0.25_m2,com,h,alpha_var_rate,0.02478193311139362
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,alpha_div_mean,16.433333333333334
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,alpha_div_cv,0.2538064960524139
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,beta_div_mean,1.9040021636082383
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,beta_div_cv,0.07596066010761264
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,gamma_div_mean,31.4
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,divpart_time_series,q_order_0,gamma_div_cv,0.2686425237857603
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,agg,NA,gamma_var,0.011681995836461727
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,agg,NA,alpha_var,0.013205628112803184
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,agg,NA,phi_var,0.8846225061521868
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,agg,NA,gamma_var_rate,0.0012979995373846363
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,agg,NA,alpha_var_rate,0.001467292012533687
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,com,h,gamma_var,0.0642808405231629
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,com,h,alpha_var,0.08394988483516852
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,com,h,phi_var,0.7657049279981166
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,com,h,gamma_var_rate,0.007142315613684766
L3-mcr-algae-castorani.csv,1PG6v1-JNsG5m8QDTqrPXTtikYmPDCRK6,2006,2015,10,9,mean.percent.cover.per.0.25_m2,com,h,alpha_var_rate,0.009327764981685392
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),divpart_time_series,q_order_0,alpha_div_mean,9.558704453441296
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),divpart_time_series,q_order_0,alpha_div_cv,0.24912191620283142
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),divpart_time_series,q_order_0,beta_div_mean,2.1883407737012672
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),divpart_time_series,q_order_0,beta_div_cv,0.144421548554824
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),divpart_time_series,q_order_0,gamma_div_mean,20.31578947368421
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),divpart_time_series,q_order_0,gamma_div_cv,0.1548347440153776
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),agg,NA,gamma_var,0.4541537203812544
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),agg,NA,alpha_var,0.6396289397510607
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),agg,NA,phi_var,0.7100268486257172
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),agg,NA,gamma_var_rate,0.023902827388487074
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),agg,NA,alpha_var_rate,0.033664681039529513
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),com,h,gamma_var,0.14576207731853172
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),com,h,alpha_var,0.23943889780915983
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),com,h,phi_var,0.6087652367774787
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),com,h,gamma_var_rate,0.0076716882799227224
L3-knz-grasshopper-compagnoni.csv,1ymFVTWkyrA03qlmOD2BbcHP8u--CCfN9,1996,2015,19,19,COUNT (average),com,h,alpha_var_rate,0.012602047253113676
L3-cdr-plantsD-compagnoni.csv,1DkBYWsodKtsg9KUm2Lh8aJ90zakD5t4N,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_0,alpha_div_mean,13.86086956521739
L3-cdr-plantsD-compagnoni.csv,1DkBYWsodKtsg9KUm2Lh8aJ90zakD5t4N,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_0,alpha_div_cv,0.1329895983304641
L3-cdr-plantsD-compagnoni.csv,1DkBYWsodKtsg9KUm2Lh8aJ90zakD5t4N,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_0,beta_div_mean,2.228108098935068
L3-cdr-plantsD-compagnoni.csv,1DkBYWsodKtsg9KUm2Lh8aJ90zakD5t4N,1982,2004,23,22,BIOMASS,divpart_time_series,q_order_0,beta_div_cv,0.08945426166225849
